Postal Code,Establishment Address,Address URL,Licence Number,Licensee Name,Business Name,Type of Food Business
150120,"120 BUKIT MERAH LANE 1 #01-29,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20129004&module=EHFE,BM20129004,HOU XINGANG,Fresh Fruit Juice,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-41,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20141003&module=EHFE,BM20141003,LITA,TIAN LIANG YUAN,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-51,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20151003&module=EHFE,BM20151003,XIE WEIYING,De Sheng Handmade Noodle,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-03,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20103002&module=EHFE,BM20103002,CHUA GEK LIN (CAI YULING),Star Yong Kwang BBQ Seafood,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-77,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20177003&module=EHFE,BM20177003,CHEOK CHEE BENG (SHI ZHIMING),Xiang Jiang Soya Sauce Chicken,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-42,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20142003&module=EHFE,BM20142003,WANG DAOXIN,Ma La Xiang Guo,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-10,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20110002&module=EHFE,BM20110002,ERH CHIANG NGIAP,Tiong Bahru Lien Fa Shui Jing Pau,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-49,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20149002&module=EHFE,BM20149002,KONG THIN YEOW,House of Dessert,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-68,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20168003&module=EHFE,BM20168003,KOH KAH HUA (XU JIAHUA),Tai Liok Claypot Chicken Rice,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-24,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20124002&module=EHFE,BM20124002,CHUA JOO MENG,Seng Wang Carrot Cake,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-21,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20121002&module=EHFE,BM20121002,TAN AH KIOW,Jiang Ji Bao Dian,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-30,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20130003&module=EHFE,BM20130003,LEO CHUN CHOY,NA,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-87,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20187003&module=EHFE,BM20187003,YANG HUISHENG,Wei Zhong Qi Prawn Noodle,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-08,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20108002&module=EHFE,BM20108002,ENG BOON HAR,Star Yong Kwang BBQ Seafood,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-04,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20104002&module=EHFE,BM20104002,CHUA GEK LIN (CAI YULING),Star Yong Kwang BBQ Seafood,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-55,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20155004&module=EHFE,BM20155004,KO JING KANG,THE THUNDER TEA STORY,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-80,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20180003&module=EHFE,BM20180003,TA THI NGOC HUONG,NA,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-02,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20102002&module=EHFE,BM20102002,LEW TIAN KOK,Kim Food,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-13,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20113004&module=EHFE,BM20113004,JOHNSON GOO BOON KWEE (JOHNSON WU WENGUI),Chef Goo Red Sea Prawns Fried Hokkien Mee,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-64,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20164006&module=EHFE,BM20164006,LINA,Xing Guang Vegetarian,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-69,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20169006&module=EHFE,BM20169006,CHONG YUET MENG,NA,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-15,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20115002&module=EHFE,BM20115002,SEAH ENG CHENG,Hainanese Boneless Chicken Rice,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-35,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20135003&module=EHFE,BM20135003,ONG AH ENG,Ah B Bakery,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-38,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20138002&module=EHFE,BM20138002,LEE KAH HUAT,Hong Huat Fruit Juice,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-01,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20101004&module=EHFE,BM20101004,DARRYL NEO WEE HOCK (LIANG WEIFU),NA,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-81,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20181002&module=EHFE,BM20181002,CHUA GUAT GIOK,Lucky Vegetarian Food,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-57,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20157002&module=EHFE,BM20157002,CHEAM GEOK SING,Soon Lai BBQ Fish,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-84,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20184003&module=EHFE,BM20184003,CHAN CHU KWANG,Teochew Braised Duck Rice,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-75,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20175003&module=EHFE,BM20175003,ZHANG LIJIN,Claypot Laksa,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-83,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20183003&module=EHFE,BM20183003,THAM SIEW CHUI,AJ Delights,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-34,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20134004&module=EHFE,BM20134004,HO SIEW LIAN GINNY,Tian Fa Porridge,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-26,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20126004&module=EHFE,BM20126004,"LIM ZHAO WEI, THOMAS",jiu jiu fishball,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-37,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20137005&module=EHFE,BM20137005,KOK CHAN WAI,NA,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-36,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20136003&module=EHFE,BM20136003,XIAO LIANG,NA,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-86,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20186002&module=EHFE,BM20186002,HAN YONGXIN,Chong Pang Cooked Food,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-06,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20106003&module=EHFE,BM20106003,GOH YONG KWEE,HEALTHY FRUITS JUICE,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-74,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20174005&module=EHFE,BM20174005,ZHANG MIAOHUA,NA,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-85,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20185003&module=EHFE,BM20185003,GO SWEE MOY,Xiao Xiao Coffee Stall,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-19,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20119002&module=EHFE,BM20119002,SEE KOK TAI,Mr Avocado Exotic Fruit Juice,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-60,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20160003&module=EHFE,BM20160003,NAWIAH BTE OSMAN,SELERA TOKKELEN,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-67,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20167002&module=EHFE,BM20167002,NG CHIN FATT,Soon Seng Coffee Stall,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-48,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20148002&module=EHFE,BM20148002,YANG CHEE KONG ANDY,Bulldog Coffee Corner,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-73,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20173003&module=EHFE,BM20173003,QUEK LI LING (GUO LILING),Green Grass Garden (Grass Jelly),NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-78,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20178003&module=EHFE,BM20178003,YEEN TAR SONG,Ding Sheng,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-72,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20172003&module=EHFE,BM20172003,NG NANG LIK,Queenstown Morning Market,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-82,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20182002&module=EHFE,BM20182002,THAM SIEW CHUI,AJ Delights,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-65,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20165005&module=EHFE,BM20165005,NI'MAH SAIFA,NA,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-07,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20107004&module=EHFE,BM20107004,LAM KAN KAM,NA,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-31,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20131004&module=EHFE,BM20131004,NEO BEE HOON,NA,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-58,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20158003&module=EHFE,BM20158003,TAN LEH CHOO,The Old Stall,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-33,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20133002&module=EHFE,BM20133002,ERH CHIANG LIK,Chan Kee Roasted,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-45,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20145003&module=EHFE,BM20145003,TING AH HWA,China Square,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-70,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20170002&module=EHFE,BM20170002,TAN CHIN CHOO,Chuan Tian Huat Vegetable Rice & Porridge,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-61,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20161005&module=EHFE,BM20161005,LEE SYAFIQ BIN MUHAMMAD RIDZUAN LEE,Ashes Burnnit,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-14,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20114003&module=EHFE,BM20114003,SIN YEW HING @RIDWAN SIN,Beng Huat Hot & Cold Drinks,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-40,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20140002&module=EHFE,BM20140002,TAY AH GECK,Soon Heng Cha Shi,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-17,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20117005&module=EHFE,BM20117005,NG TECK GUAN,King Avocado,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-09,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20109002&module=EHFE,BM20109002,CHOY PENG KAI,Dover Road Kai Kee Wanton Noodles,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-18,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20118002&module=EHFE,BM20118002,NG GEOK MUI,Leon Kee Claypot Pork Ribs Soup,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-47,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20147002&module=EHFE,BM20147002,TAN LAY KHOON (CHEN LIKUN),Jin Pai Zi Char,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-39,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20139003&module=EHFE,BM20139003,CHENG JING,Cheng ji yong tou fu,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-20,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20120002&module=EHFE,BM20120002,LIM DINGJIE,Lau Phua Chay Roasted Delicacies,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-05,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20105004&module=EHFE,BM20105004,"ANG HAN JIAN, CALVIN",NA,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-46,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20146002&module=EHFE,BM20146002,TAN PENG WAH,Hock Kee Bak Kut Teh,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-11,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20111002&module=EHFE,BM20111002,NG YEW HONG (HUANG YOUFENG),?????,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-52,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20152003&module=EHFE,BM20152003,GLADYS LARRY TAN HUI XUAN,Old Punggol Satay,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-88,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20188003&module=EHFE,BM20188003,WANG HONGTAO,Seafood Steamboat,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-76,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20176002&module=EHFE,BM20176002,AZEEZAH BEGAM D/O ABDUL REHUMAN,Hajik. Abdul Rehuman,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-44,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20144004&module=EHFE,BM20144004,ENDANG SRININGSIH,NA,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-63,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20163005&module=EHFE,BM20163005,ONG AH ENG,Healthy Juice Corner,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-12,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20112003&module=EHFE,BM20112003,LOW CHEE KONG,106 Nasi Lemak,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-16,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20116002&module=EHFE,BM20116002,TEO NEO KIAU,Soon Lee Fire-Pot Stew Beef,NEA Managed Foodstall
150120,"120 BUKIT MERAH LANE 1 #01-28,Singapore 150120",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM20128003&module=EHFE,BM20128003,TAY GUAT ENG,Lu Quan,NEA Managed Foodstall
151115,"115 BUKIT MERAH VIEW #01-11,Singapore 151115",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM30111003&module=EHFE,BM30111003,ONG WEI JUN,323 Food & Beverage,NEA Managed Foodstall
151115,"115 BUKIT MERAH VIEW #01-50,Singapore 151115",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM30150004&module=EHFE,BM30150004,NG CHOONG HUAT,Fa Ji Shu Shi,NEA Managed Foodstall
151115,"115 BUKIT MERAH VIEW #01-40,Singapore 151115",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM30140004&module=EHFE,BM30140004,CHAN KENG YONG,NA,NEA Managed Foodstall
151115,"115 BUKIT MERAH VIEW #01-182,Singapore 151115",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM301182003&module=EHFE,BM301182003,SEOW NGEN HUAY,NA,NEA Managed Non-Foodstall
151115,"115 BUKIT MERAH VIEW #01-179,Singapore 151115",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM301179003&module=EHFE,BM301179003,YAP SAN SIEW DOROTHY (YE SHANXIU),NA,NEA Managed Non-Foodstall
151115,"115 BUKIT MERAH VIEW #01-80,Singapore 151115",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM30180003&module=EHFE,BM30180003,GOH SI MOY,Wrap 8 Roll Pancake,NEA Managed Foodstall
151115,"115 BUKIT MERAH VIEW #01-84,Singapore 151115",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM30184003&module=EHFE,BM30184003,SOH LAI KHENG,Huang Ji Wanton Noodle. Depot Road,NEA Managed Foodstall
151115,"115 BUKIT MERAH VIEW #01-18,Singapore 151115",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM30118003&module=EHFE,BM30118003,LIM LAY GEOK,Yuan Li Hainanese Chicken Rice,NEA Managed Foodstall
151115,"115 BUKIT MERAH VIEW #01-170,Singapore 151115",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM301170003&module=EHFE,BM301170003,ABDUL MUTHALEEF NAZEER AHAMED,HALNAZ FROZEN GOODS,NEA Managed Non-Foodstall
151115,"115 BUKIT MERAH VIEW #01-64,Singapore 151115",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM30164004&module=EHFE,BM30164004,TAY BENG YAN,17@cafe,NEA Managed Foodstall
151115,"115 BUKIT MERAH VIEW #01-09,Singapore 151115",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM30109003&module=EHFE,BM30109003,FONG CHIN WAH,Charcoal Grilled,NEA Managed Foodstall
151115,"115 BUKIT MERAH VIEW #01-132,Singapore 151115",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM301132003&module=EHFE,BM301132003,LEE CHIN BIN,NA,NEA Managed Non-Foodstall
151115,"115 BUKIT MERAH VIEW #01-72,Singapore 151115",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM30172003&module=EHFE,BM30172003,KATIJAH BEEVI BINTE MEERASHA,786,NEA Managed Foodstall
151115,"115 BUKIT MERAH VIEW #01-169,Singapore 151115",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM301169003&module=EHFE,BM301169003,ABDUL MUTHALEEF NAZEER AHAMED,HALNAZ FROZEN GOODS,NEA Managed Non-Foodstall
151115,"115 BUKIT MERAH VIEW #01-160,Singapore 151115",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM301160003&module=EHFE,BM301160003,TAN SOH KHIM,NA,NEA Managed Non-Foodstall
151115,"115 BUKIT MERAH VIEW #01-21,Singapore 151115",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM30121003&module=EHFE,BM30121003,TING SWEE FONG,NA,NEA Managed Foodstall
151115,"115 BUKIT MERAH VIEW #01-178,Singapore 151115",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM301178003&module=EHFE,BM301178003,YAP SAN SIEW DOROTHY (YE SHANXIU),NA,NEA Managed Non-Foodstall
151115,"115 BUKIT MERAH VIEW #01-25,Singapore 151115",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM30125006&module=EHFE,BM30125006,LIE YIN PING,Xishifu vegetarian food court,NEA Managed Foodstall
151115,"115 BUKIT MERAH VIEW #01-62,Singapore 151115",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM30162003&module=EHFE,BM30162003,"CHAN SZE EN, DESIREE (ZENG SI'EN)",NA,NEA Managed Foodstall
151115,"115 BUKIT MERAH VIEW #01-29,Singapore 151115",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM30129003&module=EHFE,BM30129003,ONG KIM THOO,Sin Kwan Coffee,NEA Managed Foodstall
151115,"115 BUKIT MERAH VIEW #01-77,Singapore 151115",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM30177003&module=EHFE,BM30177003,LEE YUEN HONG,Hong Kee Porridge,NEA Managed Foodstall
151115,"115 BUKIT MERAH VIEW #01-39,Singapore 151115",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM30139003&module=EHFE,BM30139003,GOH BOON NGAT,R&D,NEA Managed Foodstall
151115,"115 BUKIT MERAH VIEW #01-145,Singapore 151115",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM301145003&module=EHFE,BM301145003,CHUA POH CHENG,NA,NEA Managed Non-Foodstall
151115,"115 BUKIT MERAH VIEW #01-28,Singapore 151115",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM30128004&module=EHFE,BM30128004,ANG HOCK PENG,NA,NEA Managed Foodstall
151115,"115 BUKIT MERAH VIEW #01-151,Singapore 151115",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM301151004&module=EHFE,BM301151004,JUMAHAT BIN AHMAD,NA,NEA Managed Non-Foodstall
151115,"115 BUKIT MERAH VIEW #01-125,Singapore 151115",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM301125003&module=EHFE,BM301125003,CHANG CHOY SIONG,NA,NEA Managed Non-Foodstall
151115,"115 BUKIT MERAH VIEW #01-05,Singapore 151115",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM30105003&module=EHFE,BM30105003,TAN BENG HOE,Kim Huat Wanton Mee,NEA Managed Foodstall
151115,"115 BUKIT MERAH VIEW #01-37,Singapore 151115",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM30137003&module=EHFE,BM30137003,NG KIM POH,Bukit Merah View Carrot Cake,NEA Managed Foodstall
151115,"115 BUKIT MERAH VIEW #01-16,Singapore 151115",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM30116003&module=EHFE,BM30116003,CHIA LEE TIANG,Guang Zhou Mei Shi,NEA Managed Foodstall
151115,"115 BUKIT MERAH VIEW #01-58,Singapore 151115",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM30158004&module=EHFE,BM30158004,LEE SOH HA,NA,NEA Managed Foodstall
151115,"115 BUKIT MERAH VIEW #01-95,Singapore 151115",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM30195003&module=EHFE,BM30195003,GOH CHERN CHERN (WU ZHENZHEN),NA,NEA Managed Non-Foodstall
151115,"115 BUKIT MERAH VIEW #01-147,Singapore 151115",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM301147003&module=EHFE,BM301147003,CHUA POH CHENG,NA,NEA Managed Non-Foodstall
151115,"115 BUKIT MERAH VIEW #01-70,Singapore 151115",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM30170003&module=EHFE,BM30170003,LIU NAI YUAN,NA,NEA Managed Foodstall
151115,"115 BUKIT MERAH VIEW #01-159,Singapore 151115",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM301159003&module=EHFE,BM301159003,TAN SOH KHIM,NA,NEA Managed Non-Foodstall
151115,"115 BUKIT MERAH VIEW #01-168,Singapore 151115",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM301168002&module=EHFE,BM301168002,SHAHILA BANU MOHAMMED GANI,NA,NEA Managed Non-Foodstall
151115,"115 BUKIT MERAH VIEW #01-86,Singapore 151115",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM30186004&module=EHFE,BM30186004,CHIANG SWEE MOI,NA,NEA Managed Non-Foodstall
151115,"115 BUKIT MERAH VIEW #01-49,Singapore 151115",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM30149003&module=EHFE,BM30149003,LEOW LEONG KEONG,We Porridge,NEA Managed Foodstall
151115,"115 BUKIT MERAH VIEW #01-32,Singapore 151115",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM30132003&module=EHFE,BM30132003,TAY KOK ENG,Ying Hua Fishball Noodle,NEA Managed Foodstall
151115,"115 BUKIT MERAH VIEW #01-89,Singapore 151115",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM30189003&module=EHFE,BM30189003,JUMAHAT BIN AHMAD,NA,NEA Managed Non-Foodstall
151115,"115 BUKIT MERAH VIEW #01-142,Singapore 151115",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM301142002&module=EHFE,BM301142002,PEH HOCK LAI,Fu Lai Fa,NEA Managed Non-Foodstall
151115,"115 BUKIT MERAH VIEW #01-157,Singapore 151115",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM301157003&module=EHFE,BM301157003,DANIEL POH YANG ZHENG,NA,NEA Managed Non-Foodstall
151115,"115 BUKIT MERAH VIEW #01-177,Singapore 151115",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM301177003&module=EHFE,BM301177003,TEO KENG TEON,NA,NEA Managed Non-Foodstall
151115,"115 BUKIT MERAH VIEW #01-30,Singapore 151115",https://www.sfa.gov.sg/tools-and-resources/track-records?licRefNo=BM30130003&module=EHFE,BM30130003,NG HOCK CHYE,NA,NEA Managed Foodstall
